sample_index,mean_longitude_deg_0,period_days_0,k_0,h_0,inclination_deg_0,longitude_of_ascending_node_deg_0,mass_planet_star_ratio_0,radius_planet_star_ratio_0,mean_longitude_deg_1,period_days_1,k_1,h_1,inclination_deg_1,longitude_of_ascending_node_deg_1,mass_planet_star_ratio_1,radius_planet_star_ratio_1,mean_longitude_deg_2,period_days_2,k_2,h_2,inclination_deg_2,longitude_of_ascending_node_deg_2,mass_planet_star_ratio_2,radius_planet_star_ratio_2,mass_star_m_sun,radius_star_r_sun,BJD2454900+dt
467.0,54.00000000000006,45.15394411976181,-0.020115934760874,-0.0187600794630265,90.0,0.0,1.2869776750541728e-05,0.07414,213.72259497800067,85.31185775435922,0.0107879582572109,0.0061576613784399,90.0,0.0,1.3510960002172098e-05,0.094,290.06810810141053,130.18547731364563,0.0027108687430138,0.0072880491931751,90.0,0.0,2.4626762768026775e-05,0.10141,1.04,0.94,87.30200528327698
468.0,54.0,45.15382636632735,-0.022996487675875,-0.0152701674570672,90.0,0.0,4.166894928441179e-06,0.07414,212.556299680155,85.31373768696803,0.0195161585928347,-0.0010270190992718,90.0,0.0,1.3531847427696473e-05,0.094,288.7877542770884,130.1875197983906,0.0128661090271547,0.0016076061214634,90.0,0.0,1.3100736947544928e-05,0.10141,1.04,0.94,87.26053966971335
469.0,54.00000000000006,45.1538801591956,-0.0316424056696259,-0.0585154854800212,90.0,0.0,3.425681691551812e-06,0.07414,213.0849350369838,85.30949222685024,0.0091990642952114,-0.0224838290878114,90.0,0.0,9.82295934641047e-06,0.094,289.2515819358074,130.1866764336632,0.0053282581780161,-0.0183672363229641,90.0,0.0,2.018029378514924e-05,0.10141,1.04,0.94,87.12043169132176
470.0,54.0,45.15398256021388,-0.0291076912686176,-0.0575651832965654,90.0,0.0,6.629793542826072e-07,0.07414,213.03635519862925,85.31105742547462,0.0110190842945796,-0.0365121056287484,90.0,0.0,1.037256574952352e-05,0.094,289.13619806500026,130.1879657543938,0.0072017155379126,-0.0298647554851761,90.0,0.0,1.5764395813930934e-05,0.10141,1.04,0.94,87.15794183656719
471.0,54.0,45.15432490786896,-0.0221614867561886,-0.0955161471101334,90.0,0.0,3.8889770957139285e-06,0.07414,212.19871398242805,85.31276358104057,0.020834848162003,-0.0802293428207745,90.0,0.0,8.547142619044622e-06,0.094,288.64014022427745,130.18506911544296,0.013246786889159,-0.0657761933644795,90.0,0.0,1.2958470617333984e-05,0.10141,1.04,0.94,87.25109884537724
472.0,54.00000000000006,45.15399404435831,-0.0297036364267152,-0.0405187975116648,90.0,0.0,1.5493788719333353e-05,0.07414,214.07634510020293,85.31387755592962,0.0025023678979974,-0.0049364873318797,90.0,0.0,1.0969604669919747e-05,0.094,290.5663726016849,130.1838432326965,-0.0052322491331567,-0.0023013342887333,90.0,0.0,1.9945913325538296e-05,0.10141,1.04,0.94,87.15505458983459
473.0,54.0,45.15379873540116,-0.031833038607774,-0.0531776018700224,90.0,0.0,1.4213289060247627e-05,0.07414,212.79238007150383,85.31560594172892,0.0124043958590129,-0.0169561195133556,90.0,0.0,1.064888174020903e-05,0.094,289.45876443344,130.18299967102553,0.003484973143694,-0.0110212035498954,90.0,0.0,2.016066704366917e-05,0.10141,1.04,0.94,87.11855077598314
474.0,54.00000000000006,45.154098777918286,-0.0233085501767947,-0.0373864470244406,90.0,0.0,1.4446305344193782e-05,0.07414,214.737191720165,85.31073836635163,0.0001126442904673,5.428340540228858e-05,90.0,0.0,1.2412432532569634e-05,0.094,290.69991313807725,130.1869042505432,-0.0040005742814499,0.001456864762169,90.0,0.0,2.118082286800098e-05,0.10141,1.04,0.94,87.25182206056776
475.0,54.00000000000006,45.1539283780908,-0.0320330912527096,-0.0512511534974212,90.0,0.0,6.300484209550756e-06,0.07414,213.71367183357904,85.31356199411236,0.0042036736720281,-0.0043328475736359,90.0,0.0,1.1222446256121132e-05,0.094,289.9190950023691,130.18652533427786,-0.0004671563679328,-0.002048698800791,90.0,0.0,1.5096718995567738e-05,0.10141,1.04,0.94,87.1174932584717
476.0,53.99999999999994,45.1542638116724,-0.0217974789337387,-0.0519268502358629,90.0,0.0,3.582245740527505e-06,0.07414,214.20140862055632,85.31195854715857,0.0054531842423733,-0.0008138590805237,90.0,0.0,1.0934261437981406e-05,0.094,290.24880285331704,130.1871314057505,0.000370120879054,-0.0002996957836765,90.0,0.0,1.5880862121628973e-05,0.10141,1.04,0.94,87.26993177328424
477.0,53.99999999999994,45.15401137535356,-0.0382550507282559,-0.0384327733628447,90.0,0.0,5.819159041748646e-06,0.07414,215.2551514848156,85.30880129504335,-0.0129304241923301,-0.0048509785687832,90.0,0.0,1.0527201192316145e-05,0.094,291.11685094967174,130.1880961306029,-0.0129838305213232,-0.0043484498499354,90.0,0.0,2.135048192615052e-05,0.10141,1.04,0.94,87.02893889279537
478.0,54.00000000000006,45.15339335643312,-0.0323645883658946,-0.0398557623791153,90.0,0.0,6.425457021620322e-06,0.07414,212.27471941521236,85.31182221041928,0.0163889960235098,-0.0016530330109022,90.0,0.0,1.19779415607482e-05,0.094,288.93503828001195,130.18487096385573,0.0080675637123208,0.0009862439198169,90.0,0.0,2.841710618514181e-05,0.10141,1.04,0.94,87.11718457083484
479.0,54.00000000000006,45.15388696800775,-0.0241381467486173,-0.0719371708626338,90.0,0.0,7.972258383937833e-06,0.07414,211.4878161850123,85.31136908449994,0.0261916049911058,-0.0605607269746969,90.0,0.0,1.0108816888750215e-05,0.094,287.8743669742379,130.18633925894622,0.0193527698626558,-0.0492389004725603,90.0,0.0,1.7626769250823478e-05,0.10141,1.04,0.94,87.22840099785833
480.0,54.00000000000006,45.15351312885819,-0.0311145362363605,-0.0231376176256815,90.0,0.0,1.5832002684478515e-05,0.07414,213.1026479978657,85.31253356722421,0.0103145745358558,0.0072820078984288,90.0,0.0,1.306468500091122e-05,0.094,289.5920152629644,130.18597120909604,0.0030048672572432,0.0077291113714005,90.0,0.0,2.423497876445029e-05,0.10141,1.04,0.94,87.14156174859231
481.0,54.0,45.153682737925074,-0.0327251857810433,-0.0356544254256916,90.0,0.0,1.5739441500622763e-05,0.07414,213.5598546588962,85.31213341425007,0.0053253119596148,-0.0056833466012377,90.0,0.0,1.231927645008138e-05,0.094,289.88485702173455,130.18677347384946,-0.0002173033114829,-0.0034165519831517,90.0,0.0,2.249237690977961e-05,0.10141,1.04,0.94,87.11262357537747
482.0,54.00000000000006,45.15405878828097,-0.0250036301307533,-0.0517769721677813,90.0,0.0,6.571123769520649e-06,0.07414,212.8631125620738,85.3115436366961,0.0149376456205249,-0.0212770551296219,90.0,0.0,1.012358074859859e-05,0.094,289.10648146027904,130.18666784826655,0.0090310856517914,-0.0174169989523681,90.0,0.0,1.727343650225339e-05,0.10141,1.04,0.94,87.22087132150892
483.0,53.99999999999994,45.15364592567247,-0.0428788891914873,-0.0330299175492518,90.0,0.0,8.600782955957681e-06,0.07414,213.52863010357493,85.31251608908724,8.029248413195939e-06,0.0004948162761377,90.0,0.0,1.1241849904153512e-05,0.094,289.9088722809041,130.187581871204,-0.0040293435021214,0.0004575784805914,90.0,0.0,1.611550173301196e-05,0.10141,1.04,0.94,86.96403083928932
484.0,53.99999999999994,45.153577970820415,-0.0329127938694381,-0.0307870874440371,90.0,0.0,1.0930288262993254e-05,0.07414,213.4396553621908,85.31137440230083,0.0063367964458765,0.0066549008725299,90.0,0.0,1.3149605830265407e-05,0.094,289.657503178925,130.1877110989856,0.0017092964988679,0.0069129942587384,90.0,0.0,2.3529284953612577e-05,0.10141,1.04,0.94,87.11132177464602
485.0,54.0,45.15370962439075,-0.0353774545930209,-0.0848366975392549,90.0,0.0,3.759236383310445e-06,0.07414,211.0867830993791,85.3130689473419,0.0235894872568029,-0.0544694065287204,90.0,0.0,9.482004586088355e-06,0.094,288.16700064724284,130.18493437375423,0.0128100845718788,-0.0452125783813129,90.0,0.0,1.5710410258276916e-05,0.10141,1.04,0.94,87.05202407931039
486.0,54.0,45.15372081995295,-0.0205173896970111,-0.0375784650624508,90.0,0.0,1.0710946339171804e-05,0.07414,211.58628471331147,85.31457062172947,0.0286950597616345,-0.0219443720182656,90.0,0.0,1.2213778821934497e-05,0.094,288.3479463558137,130.18406741067497,0.0172286258491691,-0.0156040917004466,90.0,0.0,1.897834770243013e-05,0.10141,1.04,0.94,87.29177947006363
487.0,54.0,45.15403604180005,-0.027586029871468,-0.046846816307569,90.0,0.0,9.372232457937091e-06,0.07414,215.12906447017903,85.30900489855249,-0.0058504785033656,-0.0084691810581762,90.0,0.0,1.1415120113866398e-05,0.094,290.8963271468784,130.18762276221352,-0.007303888406422,-0.0061987769224177,90.0,0.0,2.3686555416468365e-05,0.10141,1.04,0.94,87.18535746540628
488.0,54.0,45.15442015392342,-0.0133377065240053,-0.0244949809922709,90.0,0.0,1.6512929073980256e-05,0.07414,215.44970905242707,85.31108569495652,-0.0004125820011824,-0.0004105805224806,90.0,0.0,1.418477391130395e-05,0.094,291.32715582660217,130.18732694794068,-0.0058511118679533,0.001274427287878,90.0,0.0,1.7249272310825528e-05,0.10141,1.04,0.94,87.40079151902559
489.0,54.0,45.15356505496584,-0.0158238818662693,-0.0268461877376256,90.0,0.0,7.593350231447517e-06,0.07414,210.59148484529663,85.31186542990076,0.0404111569456898,0.0018363022807327,90.0,0.0,1.232879453557632e-05,0.094,287.0820481802804,130.18708962864596,0.0303421073449168,0.002550953742623,90.0,0.0,2.1508615303733205e-05,0.10141,1.04,0.94,87.36376930137396
490.0,54.00000000000006,45.15449932926392,-0.0068675769583154,-0.0711071912894983,90.0,0.0,1.0938957229774584e-06,0.07414,209.69981622672077,85.31207896191933,0.0483243948289569,-0.1115784004057732,90.0,0.0,9.927458925628927e-06,0.094,286.3651876446195,130.186168321474,0.0368727526952912,-0.0915264000972682,90.0,0.0,1.3522636965342606e-05,0.10141,1.04,0.94,87.48966462800081
491.0,54.0,45.15399024357477,-0.0242553956802131,-0.0407112763479517,90.0,0.0,6.601110824242569e-06,0.07414,213.7326074232026,85.30964221554872,0.008038129360012,0.0003345801018593,90.0,0.0,1.1085889237988216e-05,0.094,289.7644591158166,130.1875877474903,0.0038086661169669,0.000576055490827,90.0,0.0,2.177490579383469e-05,0.10141,1.04,0.94,87.23695557090255
492.0,54.0,45.15360033734854,-0.0302989576057971,-0.0324274029113494,90.0,0.0,3.1063175074538355e-06,0.07414,212.5021404283524,85.31269124535326,0.0158320233504068,-0.0001634686194251,90.0,0.0,1.2517517896447926e-05,0.094,288.9844632052563,130.18625753292753,0.0084117710981833,0.0018501824582571,90.0,0.0,1.899974733340797e-05,0.10141,1.04,0.94,87.14936170153292
493.0,54.0,45.153990303538045,-0.0196565794765325,-0.0631030979860217,90.0,0.0,6.893483678011855e-06,0.07414,212.22995644478283,85.31037106913116,0.022888324366368,-0.0354461308875196,90.0,0.0,1.034300334062044e-05,0.094,288.3543343637964,130.186939587574,0.0172026481836675,-0.0287212279218542,90.0,0.0,1.954602442417715e-05,0.10141,1.04,0.94,87.29888851479018
494.0,54.00000000000006,45.15400907945694,-0.0134118735580822,-0.0402446977656369,90.0,0.0,1.0136877648761607e-06,0.07414,212.1378623473851,85.31240330059948,0.0272107278570437,-0.0389664242587317,90.0,0.0,1.250128531150397e-05,0.094,288.4129874901445,130.18641836755123,0.0189567417719552,-0.029235977772176,90.0,0.0,1.86300847430912e-05,0.10141,1.04,0.94,87.39674270289257
495.0,54.00000000000006,45.15408795322078,-0.0272932167193661,-0.069116472325776,90.0,0.0,1.5148414405238093e-06,0.07414,213.1160772720281,85.30981469728933,0.0111711710642928,-0.0204607616091384,90.0,0.0,9.223331742643507e-06,0.094,289.179683381356,130.18712169930333,0.0074638773057234,-0.0173933691366907,90.0,0.0,1.6921865449973875e-05,0.10141,1.04,0.94,87.18229250489362
496.0,54.00000000000006,45.15381107141654,-0.0278426795349646,-0.0320774242184779,90.0,0.0,3.629838808349082e-08,0.07414,213.9714246641735,85.31089249547159,0.0042360998868348,-0.0082055930249585,90.0,0.0,1.3879560576442472e-05,0.094,289.8123097066845,130.1902961667539,0.0021494508555033,-0.0051594181890335,90.0,0.0,1.8750346513218985e-05,0.10141,1.04,0.94,87.18572315565733
497.0,54.0,45.15388503358824,-0.039714603837067,-0.0520124293039608,90.0,0.0,8.283540191021595e-08,0.07414,214.12155786022015,85.30839638687236,-0.0041336403114776,-0.0026676567506361,90.0,0.0,9.911905480785495e-06,0.094,289.9799782485911,130.18815107004448,-0.0037710469542473,-0.0021908773292088,90.0,0.0,1.9489999376170305e-05,0.10141,1.04,0.94,87.0025006161714
498.0,54.0,45.15414739948657,-0.0268684723165305,-0.0588453844446858,90.0,0.0,3.754853992389193e-08,0.07414,213.72445703418597,85.31216771822429,0.006453161424455,-0.0461676269832124,90.0,0.0,1.0397191181536707e-05,0.094,289.8448024702162,130.18647431575266,0.0018847606530975,-0.0365979753025502,90.0,0.0,1.469808713897796e-05,0.10141,1.04,0.94,87.1914314146913
499.0,54.0,45.15407909560052,-0.0186943841279913,-0.0212636028364561,90.0,0.0,1.2533255083966126e-05,0.07414,214.3537879456124,85.31114890548766,0.0062259565057129,0.0077007313339275,90.0,0.0,1.4034245443504544e-05,0.094,290.31588550203406,130.1872092001907,0.0010392050647138,0.0085407367133803,90.0,0.0,2.264633484656121e-05,0.10141,1.04,0.94,87.32254374381343
500.0,53.99999999999994,45.15432485153052,-0.0168912063375406,-0.0185388336193988,90.0,0.0,6.348362050979435e-06,0.07414,214.63369636598748,85.31188254964692,0.0045366058872854,0.0021197573766444,90.0,0.0,1.3606744993382492e-05,0.094,290.5821715667349,130.18794529058172,-0.0006780927265942,0.0030448454410794,90.0,0.0,1.6855563231003517e-05,0.10141,1.04,0.94,87.3483455559808
501.0,54.0,45.15423474496856,-0.012639549151374,-0.0320492446152757,90.0,0.0,8.072211082341564e-06,0.07414,214.5719822557419,85.30878042066016,0.0069378513376307,-0.019791295458244,90.0,0.0,1.4959883410261498e-05,0.094,290.2795582729209,130.19002961672925,0.0034786226406991,-0.0147559335153406,90.0,0.0,2.395244325351025e-05,0.10141,1.04,0.94,87.40950665336615
502.0,54.0,45.15406318591588,-0.0234223614981935,-0.0598424464133684,90.0,0.0,9.949328062682364e-06,0.07414,212.54961643695603,85.31330621189869,0.0190445620975094,-0.0069599932997349,90.0,0.0,9.882422536702594e-06,0.094,288.96865462846,130.1859424413107,0.0108895273000548,-0.0065208959248978,90.0,0.0,1.3549167791684252e-05,0.10141,1.04,0.94,87.24462137504003
503.0,54.00000000000006,45.15332439676944,-0.0401106015863351,-0.0824702924670251,90.0,0.0,3.188751941217133e-06,0.07414,208.41529122129936,85.31646258459519,0.0433202040488094,-0.0641222102697427,90.0,0.0,8.67939711193776e-06,0.094,286.1834191111084,130.1823033771422,0.0277197312764641,-0.0505133740732111,90.0,0.0,1.058997996023714e-05,0.10141,1.04,0.94,86.98171596652465
504.0,53.99999999999994,45.15410230564821,-0.0322372781442092,-0.0579083703370932,90.0,0.0,1.8372779926882225e-06,0.07414,214.0115718245276,85.30892515081356,0.0009995655818779,-0.0007383165115754,90.0,0.0,9.824705011221563e-06,0.094,289.59931381643617,130.19046045015685,0.0022905199164803,-0.0029297021180777,90.0,0.0,1.4722980636538636e-05,0.10141,1.04,0.94,87.11212127782109
505.0,54.0,45.15408773930077,-0.0208049572847719,-0.0293580579448242,90.0,0.0,1.5953431202931883e-05,0.07414,214.20396915290743,85.31081648311617,0.0060694152518226,-0.0007971261197534,90.0,0.0,1.2684384377422746e-05,0.094,290.34650360790783,130.18684873597527,1.953993595280317e-05,1.2493010882561053e-05,90.0,0.0,2.071718711371705e-05,0.10141,1.04,0.94,87.29016348630805
506.0,54.0,45.15393170904144,-0.0404357690420004,-0.0500149221752525,90.0,0.0,4.243265055491154e-06,0.07414,213.40411112695605,85.31086769225364,0.0018433888317632,0.0001843874528637,90.0,0.0,9.352110682167109e-06,0.094,289.5177714462722,130.1871326915432,3.025482488490111e-05,-6.149676340115796e-05,90.0,0.0,1.519677353962792e-05,0.10141,1.04,0.94,86.99203233281511
507.0,54.0,45.15440935332335,-0.0170860252915333,-0.0373980969901828,90.0,0.0,5.995809747303985e-06,0.07414,214.49771735887515,85.31249725325553,0.0055578807978283,0.0027487188610063,90.0,0.0,1.0769750407507124e-05,0.094,290.5423440793457,130.18598624822988,-0.0004693658448251,0.0029975042628235,90.0,0.0,1.411774411647909e-05,0.10141,1.04,0.94,87.34273483557003
508.0,54.0,45.1540754632204,-0.0229075531872373,-0.0311438725030585,90.0,0.0,9.431208212860509e-06,0.07414,214.38637313263624,85.30962252882321,0.0033526238696528,0.0018124067435959,90.0,0.0,1.253899075126623e-05,0.094,290.0996192858452,130.19052163152676,0.0015121347422653,0.0009499561261806,90.0,0.0,1.8335890320554436e-05,0.10141,1.04,0.94,87.2591373950293
509.0,54.0,45.1536479787643,-0.0399585219187566,-0.0443909080698431,90.0,0.0,6.251569616026722e-06,0.07414,213.2600226962056,85.30958142360781,0.0035987900873228,-0.0015218351559131,90.0,0.0,1.0484966182509694e-05,0.094,289.4066201248097,130.18710742840884,0.0011973214923496,-0.0005881973673506,90.0,0.0,2.343974455627493e-05,0.10141,1.04,0.94,87.00157036611766
510.0,54.0,45.15411492027072,-0.0264596791928912,-0.0432530707418669,90.0,0.0,6.798664349877982e-06,0.07414,214.0403759062166,85.31179963033165,0.0042587560143484,-0.0060892283387586,90.0,0.0,1.0692945692442042e-05,0.094,290.26624360585254,130.1857750644917,-0.0014508349303707,-0.0038877703468526,90.0,0.0,1.8912167952104743e-05,0.10141,1.04,0.94,87.20252433344348
511.0,54.0,45.154071796231534,-0.026728169172312,-0.0320131626922088,90.0,0.0,3.0112167448553964e-06,0.07414,214.1878776269061,85.31057945069989,0.0028333743633863,0.0147765882451333,90.0,0.0,1.1242200902635313e-05,0.094,290.2811363721819,130.1865563966166,-0.0016284980151604,0.0133069351390049,90.0,0.0,2.120757635679399e-05,0.10141,1.04,0.94,87.2024027697136
512.0,54.00000000000006,45.153625282679215,-0.0291587486547656,-0.0382904402916642,90.0,0.0,7.496642143587645e-06,0.07414,211.6055136237902,85.31398785577117,0.0242978306676636,-0.0039263221005173,90.0,0.0,1.0486700834082809e-05,0.094,288.43471537261155,130.18442254304782,0.0135860938445251,-0.0022420909032297,90.0,0.0,1.815980743712694e-05,0.10141,1.04,0.94,87.16509539001592
513.0,54.00000000000006,45.15411224059354,-0.0180206250641137,-0.0310610769857038,90.0,0.0,4.467766674005387e-06,0.07414,214.1972584155043,85.31176131328705,0.0075323406741833,0.0001069200033673,90.0,0.0,1.2909605224274803e-05,0.094,290.37103645698124,130.18606885381217,0.0007070539377285,0.0022654360152548,90.0,0.0,2.1892420834866575e-05,0.10141,1.04,0.94,87.33130712822826
514.0,54.00000000000006,45.15428779166076,-0.0057249647541096,-0.0525177669701672,90.0,0.0,5.088412963419994e-06,0.07414,211.4489217509068,85.31083320032079,0.0359545266676896,-0.0713438051634157,90.0,0.0,1.2052368826541547e-05,0.094,287.6268415314897,130.18787561584665,0.0278212229947779,-0.0575194453359703,90.0,0.0,1.671357140268269e-05,0.10141,1.04,0.94,87.5094965175822
515.0,54.0,45.153989004199104,-0.0423259148588212,-0.0604869823211022,90.0,0.0,6.645955469847019e-06,0.07414,213.44298923447684,85.31217634657112,0.0006297226214778,0.0010996435287749,90.0,0.0,8.391765707156856e-06,0.094,289.8252260896244,130.1854514805404,-0.0034694352591604,0.0005879301718796,90.0,0.0,1.609001841991802e-05,0.10141,1.04,0.94,86.9590143502919
516.0,54.0,45.15372093813451,-0.0193364716248987,-0.0209160512993456,90.0,0.0,9.579156526567848e-06,0.07414,212.3477481690887,85.31396778667465,0.022976381971546,-0.0094212887156924,90.0,0.0,1.4303879364557391e-05,0.094,288.8697517051938,130.18537475032096,0.0133234828034176,-0.0046781853972162,90.0,0.0,1.7333671656900773e-05,0.10141,1.04,0.94,87.31308787863306
517.0,54.00000000000006,45.15345317853366,-0.0333932206870989,-0.0380797028579445,90.0,0.0,9.34881766352804e-06,0.07414,212.40889752534648,85.31311643957683,0.0147942076260355,-0.0084413058481479,90.0,0.0,1.1826588849722336e-05,0.094,289.0456538546761,130.18512521282307,0.006754881429631,-0.0049105158409263,90.0,0.0,2.248496584442917e-05,0.10141,1.04,0.94,87.10301064849969
518.0,54.0,45.15408997043653,-0.0210768029471474,-0.0267054825172639,90.0,0.0,1.5720200542348925e-06,0.07414,214.3096256920537,85.31306242355654,0.0050671205122203,-0.0036125143201198,90.0,0.0,1.3655121050937095e-05,0.094,290.3499725011308,130.18684070551933,-0.0001972025478823,3.2653202173694995e-05,90.0,0.0,1.679754075248852e-05,0.10141,1.04,0.94,87.28601928617483
519.0,54.0,45.15368995528389,-0.0443601346334966,-0.0446010950291954,90.0,0.0,7.255361730500145e-06,0.07414,213.51069898911285,85.31042296574155,-0.0008827442017758,0.0041726886628611,90.0,0.0,9.928792404455497e-06,0.094,289.6968347858121,130.18727991314697,-0.0028894526062982,0.0033783179593331,90.0,0.0,2.0658076128464797e-05,0.10141,1.04,0.94,86.93606900623729
520.0,54.0,45.15405727781514,-0.0276963796425067,-0.0471338724756322,90.0,0.0,6.505777542083787e-06,0.07414,213.69246755664037,85.31081220200281,0.0063519953641269,-0.045195098405703,90.0,0.0,1.1859248784860247e-05,0.094,289.77171065420026,130.18838314743596,0.0023849314506652,-0.0368764968135896,90.0,0.0,1.777715166547067e-05,0.10141,1.04,0.94,87.18201664199701
521.0,53.99999999999994,45.153797571975176,-0.0278757022949324,-0.047405766888068,90.0,0.0,3.6843132925699816e-06,0.07414,211.9288130870706,85.31304066741276,0.0212030294425949,-0.0372550424361746,90.0,0.0,1.128192660108149e-05,0.094,288.7204334439772,130.1847575216411,0.0111977610467448,-0.0287010798878608,90.0,0.0,1.826936468654655e-05,0.10141,1.04,0.94,87.1786109214603
522.0,53.99999999999994,45.154525263841904,-0.0085970285914026,-0.0755605016915084,90.0,0.0,1.05287058232806e-05,0.07414,213.40620464787864,85.30984868868916,0.0182506739500395,-0.0758577956476838,90.0,0.0,1.0408045607174967e-05,0.094,289.4066422877511,130.1857494668984,0.0117856383655598,-0.0615059776859015,90.0,0.0,2.0280043839023915e-05,0.10141,1.04,0.94,87.46290268359681
523.0,54.0,45.15398796781212,-0.0274696586094164,-0.0374720704056379,90.0,0.0,4.107730360890412e-06,0.07414,213.1366361818117,85.31242577390134,0.0116961854110982,0.0020799464403548,90.0,0.0,1.1098813279193091e-05,0.094,289.40316340453217,130.18714844280535,0.0057885284013685,0.0019822743157039,90.0,0.0,1.4422673688728108e-05,0.10141,1.04,0.94,87.189173211849
524.0,54.0,45.15361464939186,-0.0308233126102531,-0.0380086363950982,90.0,0.0,1.4395782678994956e-05,0.07414,213.04156439516495,85.31385708270156,0.0109275372621676,-0.004086179769012,90.0,0.0,1.2400266244714928e-05,0.094,289.67458414676105,130.18450777541307,0.0022014929825314,-0.0012727208797692,90.0,0.0,2.2994969340028798e-05,0.10141,1.04,0.94,87.1404490690696
525.0,53.99999999999994,45.15416682549253,-0.0181937255451608,-0.0368143600124556,90.0,0.0,1.1105001119043409e-05,0.07414,213.3828100345214,85.31065782784238,0.0145869362784886,0.0034670365058789,90.0,0.0,1.1078794112999418e-05,0.094,289.53818339753013,130.18666018304634,0.0079776034078937,0.0028972094141476,90.0,0.0,2.030835856912209e-05,0.10141,1.04,0.94,87.3265205886412
526.0,54.0,45.15418301980279,-0.0263639018519696,-0.0399476544588138,90.0,0.0,5.310712568569137e-06,0.07414,214.52145506468216,85.30834539153297,-4.344264391354671e-05,-0.00015471247746,90.0,0.0,1.0163642909680234e-05,0.094,290.3286418420169,130.18779504747968,-0.0019025256950851,-0.0006119832547968,90.0,0.0,2.1819386743324183e-05,0.10141,1.04,0.94,87.2046136959917
527.0,54.0,45.15422964441879,-0.0255703304495055,-0.0523145345674607,90.0,0.0,7.191213807307772e-06,0.07414,214.56436230368885,85.31250959422232,0.0001850914254321,-0.0225350080603427,90.0,0.0,1.0976281156748095e-05,0.094,290.5411925297404,130.18750958382316,-0.0034953464425494,-0.0183415965322169,90.0,0.0,1.2641905187219837e-05,0.10141,1.04,0.94,87.21272261575315
528.0,54.0,45.15393493259593,-0.0274914887383162,-0.0358706859195848,90.0,0.0,4.711826871863627e-06,0.07414,213.82540106250357,85.311413809779,0.0055492958661485,-0.0015432293517717,90.0,0.0,1.1024677847494714e-05,0.094,290.0813645408655,130.1848975843766,-0.0002087593299844,0.0010762223104845,90.0,0.0,2.3049415619070703e-05,0.10141,1.04,0.94,87.1899766917921
529.0,54.0,45.15415832101485,-0.0258290254502252,-0.0414577888648925,90.0,0.0,2.170203269567517e-07,0.07414,214.2694746144052,85.30955185555851,0.0024169371009996,6.536608394275322e-05,90.0,0.0,1.0929264963700154e-05,0.094,290.1678214951837,130.18830071401493,-0.0003593597961135,-0.000250519371267,90.0,0.0,1.9303632780362225e-05,0.10141,1.04,0.94,87.2119329949224
530.0,53.99999999999994,45.15398541892546,-0.0309621919874717,-0.0703850956805306,90.0,0.0,4.874210424094295e-06,0.07414,210.77699885774325,85.31234511465627,0.0292523044614663,-0.026781055521886,90.0,0.0,7.816281774665762e-06,0.094,287.4920036420711,130.18531445765942,0.0205389049581244,-0.023720895509444,90.0,0.0,1.3077180842561544e-05,0.10141,1.04,0.94,87.12546734709504
531.0,54.0,45.153480984085824,-0.0353420032489907,-0.0202764058892592,90.0,0.0,2.3629994718359267e-05,0.07414,213.2573145907235,85.31514835231408,0.0069774241958553,0.0007805671526041,90.0,0.0,1.2428148852189975e-05,0.094,289.93713390841305,130.1838912739393,-0.0015468536451146,0.0028955263209865,90.0,0.0,2.6640468106818016e-05,0.10141,1.04,0.94,87.08005466675628
532.0,54.0,45.15434449328383,-0.0158439775533546,-0.0245221480798525,90.0,0.0,7.64427495345118e-06,0.07414,215.3435314923541,85.31103864944028,-0.0010623900147832,0.0063971932770783,90.0,0.0,1.4011557628109664e-05,0.094,291.0084366557687,130.1888068910913,-0.0039978176946549,0.0070813762885655,90.0,0.0,1.7529942893839867e-05,0.10141,1.04,0.94,87.36435772982739
533.0,53.99999999999994,45.1540958196339,-0.0231130967590032,-0.0580631631985136,90.0,0.0,8.335615540643386e-06,0.07414,212.70782581945556,85.31340898193805,0.0175754509104488,-0.0101913237785198,90.0,0.0,1.0163964028316772e-05,0.094,289.2975717226536,130.185888412757,0.0081187548127482,-0.0095485317710352,90.0,0.0,1.2463771010831076e-05,0.10141,1.04,0.94,87.24938739242064
534.0,54.0,45.154425527491206,-0.0269109240878781,-0.1043153790113705,90.0,0.0,3.9286004611543646e-08,0.07414,214.8017000300301,85.30829109362699,-0.0035571683894371,-0.06129909530487,90.0,0.0,7.646351523740386e-06,0.094,290.48691793385075,130.18679879542455,-0.0038620234739764,-0.0523848890665523,90.0,0.0,1.656047341216747e-05,0.10141,1.04,0.94,87.17550176565715
535.0,54.00000000000006,45.15364367023739,-0.0369876945750677,-0.0395013880277833,90.0,0.0,7.212623873362527e-06,0.07414,211.6558389652676,85.31501183609966,0.0196021191582079,0.001552271556434,90.0,0.0,1.0406523661585154e-05,0.094,288.93093686155754,130.18397909805594,0.006461126901748,0.001102377961264,90.0,0.0,1.499548015193602e-05,0.10141,1.04,0.94,87.0470990094245
536.0,54.0,45.15430476792447,-0.0211600682002796,-0.0391616943526186,90.0,0.0,1.384071807189647e-05,0.07414,214.89204650839525,85.31145278690741,3.233257074608878e-05,0.0001646998406567,90.0,0.0,1.2053494424576508e-05,0.094,290.60466547055705,130.18819871696178,-0.0024021757431372,0.0007646350063392,90.0,0.0,1.4629316957258787e-05,0.10141,1.04,0.94,87.28224847790656
